列表,业务,云端标注,本地标注,云端&本地结果对比,是否集内,是否800条,业务名,标注结果,标注操作
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_040_M072_coder.wav.pcm,app,打开连连看,打开连连看,TRUE,1,是,app,"{
 ""name"":""连连看""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_047_M074_coder.wav.pcm,app,退出蓝牙,退出蓝牙,TRUE,1,是,app,"{
 ""name"":""蓝牙""
}",EXIT
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_054_M047_coder.wav.pcm,app,我想关闭电话,我想关闭电话,TRUE,1,是,app,"{
 ""name"":""电话""
}",EXIT
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_061_M049_coder.wav.pcm,app,我想关闭音乐,我想关闭音乐,TRUE,1,是,app,"{
 ""name"":""音乐""
}",EXIT
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_068_M050_coder.wav.pcm,app,我想打开短信,我想打开短信,TRUE,1,是,app,"{
 ""name"":""短信""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_075_M075_coder.wav.pcm,app,我想打开音乐,我想打开音乐,TRUE,1,是,app,"{
 ""name"":""音乐""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_082_F001_coder.wav.pcm,app,我要关闭导航,我要关闭导航,TRUE,1,是,app,"{
 ""name"":""导航""
}",EXIT
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_089_F001_coder.wav.pcm,app,我要关闭百度导航,我要关闭百度导航,TRUE,1,是,app,"{
 ""name"":""百度导航""
}",EXIT
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_096_F002_coder.wav.pcm,app,我要打开fm,我要打开fm,TRUE,1,是,radio,"{
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_103_F003_coder.wav.pcm,app,我要打开短信,我要打开短信,TRUE,1,是,app,"{
 ""name"":""短信""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_110_F003_coder.wav.pcm,app,我要退出联系人,我要退出联系人,TRUE,1,是,app,"{
 ""name"":""联系人""
}",EXIT
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_117_F004_coder.wav.pcm,app,打开收音机,打开收音机,TRUE,1,是,app,"{
 ""name"":""收音机""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_124_F005_coder.wav.pcm,app,打开音乐,打开音乐,TRUE,1,是,app,"{
 ""name"":""音乐""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\2app\2app_131_F006_coder.wav.pcm,app,退出音乐,退出音乐,TRUE,1,是,app,"{
 ""name"":""音乐""
}",EXIT
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_007_M098_coder.wav.pcm,car_control,关掉下远光灯,关掉下远光灯,TRUE,1,是,carControl,"{
 ""name"":""远光灯""
}",CLOSE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_014_M099_coder.wav.pcm,car_control,关掉近光灯,关掉近光灯,TRUE,1,是,carControl,"{
 ""name"":""近光灯""
}",CLOSE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_021_M101_coder.wav.pcm,car_control,帮我关掉一下天窗,帮我关掉一下天窗,TRUE,1,是,carControl,"{
 ""name"":""天窗""
}",CLOSE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_028_M102_coder.wav.pcm,car_control,帮我打开一下后雾灯,帮我打开一下后雾灯,TRUE,1,是,carControl,"{
 ""name"":""后雾灯""
}",OPEN
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_035_M071_coder.wav.pcm,car_control,帮我打开左后车窗,帮我打开左后车窗,TRUE,1,是,carControl,"{
 ""name"":""左后车窗""
}",OPEN
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_042_M073_coder.wav.pcm,car_control,开启下右车窗,开启下右车窗,TRUE,1,是,carControl,"{
 ""name"":""右车窗""
}",OPEN
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_049_M074_coder.wav.pcm,car_control,开启左车窗,开启左车窗,TRUE,1,是,carControl,"{
 ""name"":""左车窗""
}",OPEN
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_056_M048_coder.wav.pcm,car_control,我想关掉一下近光灯,我想关掉一下近光灯,TRUE,1,是,carControl,"{
 ""name"":""近光灯""
}",CLOSE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_063_M049_coder.wav.pcm,car_control,我想关掉后备箱,我想关掉后备箱,TRUE,1,是,carControl,"{
 ""name"":""后备箱""
}",CLOSE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_070_M050_coder.wav.pcm,car_control,我想关闭下左车窗,我想关闭下左车窗,TRUE,1,是,carControl,"{
 ""name"":""左车窗""
}",CLOSE
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_077_M105_coder.wav.pcm,car_control,我想开启一下示廓灯,我想开启一下示廓灯,TRUE,1,是,carControl,"{
 ""name"":""示廓灯""
}",OPEN
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_084_F001_coder.wav.pcm,car_control,我想开启右前车窗,我想开启右前车窗,TRUE,1,是,carControl,"{
 ""name"":""右前车窗""
}",OPEN
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_091_F002_coder.wav.pcm,car_control,我想打开下左车窗,我想打开下左车窗,TRUE,1,是,carControl,"{
 ""name"":""左车窗""
}",OPEN
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\3car_control\3car_control_098_F002_coder.wav.pcm,car_control,打开后车窗,打开后车窗,TRUE,1,是,carControl,"{
 ""name"":""后车窗""
}",OPEN
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_005_M097_coder.wav.pcm,cmd,上一台,上一台,TRUE,1,是,cmd,"{
 ""name"":""上一频道"",
 ""category"":""收音机控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_012_M099_coder.wav.pcm,cmd,下一台,下一台,TRUE,1,是,cmd,"{
 ""name"":""下一频道"",
 ""category"":""收音机控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_019_M099_coder.wav.pcm,cmd,关闭声音,关闭声音,TRUE,1,是,cmd,"{
 ""name"":""静音"",
 ""category"":""音量控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_026_M102_coder.wav.pcm,cmd,切到上首歌,切到上首歌,TRUE,1,是,cmd,"{
 ""name"":""上一首"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_033_M071_coder.wav.pcm,cmd,切换到上一首歌,切换到上一首歌,TRUE,1,是,cmd,"{
 ""name"":""上一首"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_040_M072_coder.wav.pcm,cmd,单曲循环,单曲循环,TRUE,1,是,cmd,"{
 ""name"":""单曲循环"",
 ""category"":""播放模式""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_047_M074_coder.wav.pcm,cmd,听下一首,听下一首,TRUE,1,是,cmd,"{
 ""name"":""下一首"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_054_M047_coder.wav.pcm,cmd,声音关闭,声音关闭,TRUE,1,是,cmd,"{
 ""name"":""静音"",
 ""category"":""音量控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_061_M049_coder.wav.pcm,cmd,大声,大声,TRUE,1,是,cmd,"{
 ""name"":""音量+"",
 ""category"":""音量控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_068_M050_coder.wav.pcm,cmd,帮我停止播放,帮我停止播放,TRUE,1,是,cmd,"{
 ""name"":""停止"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_075_M075_coder.wav.pcm,cmd,帮我把音量减小,帮我把音量减小,TRUE,1,是,cmd,"{
 ""name"":""音量-"",
 ""category"":""音量控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_082_F001_coder.wav.pcm,cmd,帮我换下一曲,帮我换下一曲,TRUE,1,是,cmd,"{
 ""name"":""下一首"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_089_F001_coder.wav.pcm,cmd,帮我暂停播放,帮我暂停播放,TRUE,1,是,cmd,"{
 ""name"":""暂停"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_096_F002_coder.wav.pcm,cmd,循环播放,循环播放,TRUE,1,是,cmd,"{
 ""name"":""顺序循环"",
 ""category"":""播放模式""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_103_F003_coder.wav.pcm,cmd,我想听上首歌,我想听上首歌,TRUE,1,是,cmd,"{
 ""name"":""上一首"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_110_F003_coder.wav.pcm,cmd,我想播放,我想播放,TRUE,1,是,cmd,"{
 ""name"":""播放"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_117_F004_coder.wav.pcm,cmd,我要停止播放,我要停止播放,TRUE,1,是,cmd,"{
 ""name"":""停止"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_124_F005_coder.wav.pcm,cmd,我要听下一曲,我要听下一曲,TRUE,1,是,cmd,"{
 ""name"":""下一首"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_131_F006_coder.wav.pcm,cmd,我要暂停,我要暂停,TRUE,1,是,cmd,"{
 ""name"":""暂停"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_138_F006_coder.wav.pcm,cmd,把声音增强一些,把声音增强一些,TRUE,1,是,cmd,"{
 ""name"":""音量+"",
 ""category"":""音量控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_145_F007_coder.wav.pcm,cmd,把音量调弱一点,把音量调弱一点,TRUE,1,是,cmd,"{
 ""name"":""音量-"",
 ""category"":""音量控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_152_F008_coder.wav.pcm,cmd,播放,播放,TRUE,1,是,cmd,"{
 ""name"":""播放"",
 ""category"":""曲目控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_159_F008_coder.wav.pcm,cmd,设置单曲循环,设置单曲循环,TRUE,1,是,cmd,"{
 ""name"":""单曲循环"",
 ""category"":""播放模式""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_166_F009_coder.wav.pcm,cmd,调高声音,调高声音,TRUE,1,是,cmd,"{
 ""name"":""音量+"",
 ""category"":""音量控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\4cmd\4cmd_173_F010_coder.wav.pcm,cmd,音量增大一点,音量增大一点,TRUE,1,是,cmd,"{
 ""name"":""音量+"",
 ""category"":""音量控制""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_005_M097_coder.wav.pcm,contacts,中国联通客服号码,中国联通客服号码,TRUE,1,是,contacts,"{
 ""name"":""中国联通客服电话"",""code"":""10010""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_012_M099_coder.wav.pcm,contacts,刘飞烟台的手机号码是多少,刘飞烟台的手机号码是多少,TRUE,1,是,contacts,"{
 ""name"":""刘飞"",
""location"":
{
 ""cityAddr"":""烟台"",
  ""city"":""烟台市"",
  ""type"":""LOC_BASIC""
},
 ""category"":""手机""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_019_M099_coder.wav.pcm,contacts,孙广路的电话,孙广路的电话,TRUE,1,是,contacts,"{
 ""name"":""孙广路""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_026_M102_coder.wav.pcm,contacts,小何的联系方式,小何的联系方式,TRUE,1,是,contacts,"{
 ""name"":""小何""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_033_M071_coder.wav.pcm,contacts,帮我查一下似小姨夫的号码,帮我查一下似小姨夫的号码,TRUE,1,是,contacts,"{
 ""name"":""似小姨夫""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_040_M072_coder.wav.pcm,contacts,帮我查一下张峰上海的手机号码,帮我查一下张峰上海的手机号码,TRUE,1,是,contacts,"{
 ""name"":""张峰"",
""location"":
{
 ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
},
 ""category"":""手机""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_047_M074_coder.wav.pcm,contacts,帮我查一下王杉的手机号码,帮我查一下王杉的手机号码,TRUE,1,是,contacts,"{
 ""name"":""王杉"",
 ""category"":""手机""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_054_M047_coder.wav.pcm,contacts,帮我查一下胡惟晟新的手机号码,帮我查一下胡惟晟新的手机号码,TRUE,1,是,contacts,"{
 ""name"":""胡惟晟新"",
 ""category"":""手机""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_061_M049_coder.wav.pcm,contacts,我想知道中国电信肖的号码,我想知道中国电信肖的号码,TRUE,1,是,contacts,"{
 ""name"":""肖"",""teleOperator"":""电信""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_068_M050_coder.wav.pcm,contacts,我想知道客户经理电信的号码,我想知道客户经理电信的号码,TRUE,1,是,contacts,"{
 ""teleOperator"":""电信"",
 ""name"":""客户经理""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_075_M075_coder.wav.pcm,contacts,我想知道葛勇杭州的移动的号码,我想知道葛勇杭州的移动的号码,TRUE,1,是,contacts,"{
 ""teleOperator"":""移动"",
 ""name"":""葛勇"",
 ""location"":{
  ""cityAddr"":""杭州"",
  ""city"":""杭州市"",
  ""type"":""LOC_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_082_F001_coder.wav.pcm,contacts,把中国电信肖的联系方式发给刘飞烟台,把中国电信肖的联系方式发给刘飞烟台,TRUE,1,是,contacts,"{
 ""receiver"":""刘飞"",
""receiverLocation"":
{
 ""cityAddr"":""烟台"",
  ""city"":""烟台市"",
  ""type"":""LOC_BASIC""
},
 ""name"":""肖"",
 ""teleOperator"":""电信"",
 ""channel"":""message""
}",SEND
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_089_F001_coder.wav.pcm,contacts,把吴迪的电话发给徐爽自动化所,把吴迪的电话发给徐爽自动化所,TRUE,1,是,contacts,"{
 ""receiver"":""徐爽自动化所"",
 ""name"":""吴迪"",
 ""channel"":""message""
}",SEND
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_096_F002_coder.wav.pcm,contacts,把小何的联系方式发给中国电信肖,把小何的联系方式发给中国电信肖,TRUE,1,是,contacts,"{
 ""receiver"":""肖"",
""teleOperator"":""电信"",
 ""name"":""小何"",
 ""channel"":""message""
}",SEND
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_103_F003_coder.wav.pcm,contacts,把王卓的移动号码发给星星的宣城号码,把王卓的移动号码发给星星的宣城号码,TRUE,1,是,contacts,"{
 ""receiver"":""星星"", 
 ""receiverLocation"":
{
 ""cityAddr"":""宣城"",
  ""city"":""宣城市"",
  ""type"":""LOC_BASIC""
},
 ""name"":""王卓"",
 ""teleOperator"":""移动"",
 ""channel"":""message""
}",SEND
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_110_F003_coder.wav.pcm,contacts,把王智国的联系方式发给新亚驾校,把王智国的联系方式发给新亚驾校,TRUE,1,是,contacts,"{
 ""receiver"":""新亚驾校"",
 ""name"":""王智国"",
 ""channel"":""message""
}",SEND
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_117_F004_coder.wav.pcm,contacts,把王自力的移动号码发给熊厚余,把王自力的移动号码发给熊厚余,TRUE,1,是,contacts,"{
 ""receiver"":""熊厚余"", 
 ""name"":""王自力"",
 ""teleOperator"":""移动"",
 ""channel"":""message""
}",SEND
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_124_F005_coder.wav.pcm,contacts,把胡惟晟新的移动号码发给张峰上海,把胡惟晟新的移动号码发给张峰上海,TRUE,1,是,contacts,"{
 ""receiver"":""张峰上海"", 
 ""name"":""胡惟晟新"",
 ""teleOperator"":""移动"",
 ""channel"":""message""
}",SEND
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_131_F006_coder.wav.pcm,contacts,搜索张峰上海,搜索张峰上海,TRUE,1,是,contacts,"{
 ""name"":""张峰"",
""location"":
{
 ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""type"":""LOC_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_138_F006_coder.wav.pcm,contacts,搜索联系人葛勇杭州,搜索联系人葛勇杭州,TRUE,1,是,contacts,"{
 ""name"":""葛勇"",
 ""location"":{
  ""cityAddr"":""杭州"",
  ""city"":""杭州市"",
  ""type"":""LOC_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_145_F007_coder.wav.pcm,contacts,显示汪言华联系方式,显示汪言华联系方式,TRUE,1,是,contacts,"{
 ""name"":""汪言华""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_152_F008_coder.wav.pcm,contacts,有张书记的电话吗,有张书记的电话吗,TRUE,1,是,contacts,"{
 ""name"":""张书记""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_159_F008_coder.wav.pcm,contacts,李四,李四,TRUE,1,是,contacts,"{
 ""name"":""李四""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_166_F009_coder.wav.pcm,contacts,查一下姚志强,查一下姚志强,TRUE,1,是,contacts,"{
 ""name"":""姚志强""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_173_F010_coder.wav.pcm,contacts,查一下邵君的电话号码,查一下邵君的电话号码,TRUE,1,是,contacts,"{
 ""name"":""邵君""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_180_F010_coder.wav.pcm,contacts,查找刘永波的号码,查找刘永波的号码,TRUE,1,是,contacts,"{
 ""name"":""刘永波""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_187_F011_coder.wav.pcm,contacts,查找史成荣的电信号码,查找史成荣的电信号码,TRUE,1,是,contacts,"{
 ""teleOperator"":""电信"",
 ""name"":""史成荣""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_194_F012_coder.wav.pcm,contacts,查找张友国的电信号码,查找张友国的电信号码,TRUE,1,是,contacts,"{
 ""teleOperator"":""电信"",
 ""name"":""张友国""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_201_M001_coder.wav.pcm,contacts,查找李刚的电信号码,查找李刚的电信号码,TRUE,1,是,contacts,"{
 ""teleOperator"":""电信"",
 ""name"":""李刚""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_208_M001_coder.wav.pcm,contacts,查找李绍山国土的联系方式,查找李绍山国土的联系方式,TRUE,1,是,contacts,"{""name"":""李绍山国土""}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_215_F013_coder.wav.pcm,contacts,查找老爸手机的联通号码,查找老爸手机的联通号码,TRUE,1,是,contacts,"{
 ""teleOperator"":""联通"",
 ""name"":""老爸"",
 ""category"":""手机""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_222_F014_coder.wav.pcm,contacts,查找联系人葛运东,查找联系人葛运东,TRUE,1,是,contacts,"{
 ""name"":""葛运东""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_229_F014_coder.wav.pcm,contacts,查找葛勇杭州的联通号码,查找葛勇杭州的联通号码,TRUE,1,是,contacts,"{
 ""teleOperator"":""联通"",
 ""name"":""葛勇"",
 ""location"":{
  ""cityAddr"":""杭州"",
  ""city"":""杭州市"",
  ""type"":""LOC_BASIC""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_236_M002_coder.wav.pcm,contacts,查找陈志刚的联系方式,查找陈志刚的联系方式,TRUE,1,是,contacts,"{
 ""name"":""陈志刚""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_243_F015_coder.wav.pcm,contacts,查看汪仁芳的手机号码,查看汪仁芳的手机号码,TRUE,1,是,contacts,"{
 ""name"":""汪仁芳"",
 ""category"":""手机""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_250_F015_coder.wav.pcm,contacts,查询中国移动客服电话,查询中国移动客服电话,TRUE,1,是,contacts,"{
 ""name"":""中国移动客服"",""code"":""10086""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_257_F016_coder.wav.pcm,contacts,爱我宝宝淮南的电话,爱我宝宝淮南的电话,TRUE,1,是,contacts,"{
 ""name"":""爱我宝宝"",
 ""location"":{
  ""cityAddr"":""淮南"",
  ""city"":""淮南市"",
  ""type"":""LOC_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_264_M003_coder.wav.pcm,contacts,程玮,程玮,TRUE,1,是,contacts,"{
 ""name"":""程玮""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_271_F017_coder.wav.pcm,contacts,给我查一下王德吉电话,给我查一下王德吉电话,TRUE,1,是,contacts,"{
 ""name"":""王德吉""
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_278_F017_coder.wav.pcm,contacts,联通电话号码,联通电话号码,TRUE,1,是,contacts,"{
 ""name"":""中国联通客服电话"",""code"":""10010""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_285_F018_coder.wav.pcm,contacts,朱芳雨的号码,朱芳雨的号码,TRUE,1,是,contacts,"{
 ""name"":""朱芳雨""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_292_F019_coder.wav.pcm,contacts,把默默的电话发给徐勇科长,把默默的电话发给徐勇科长,TRUE,1,是,contacts,"{
 ""receiver"":""徐勇科长"",
 ""name"":""默默"",
 ""channel"":""message""
}",SEND
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_299_F019_coder.wav.pcm,contacts,车万翔,车万翔,TRUE,1,是,contacts,"{
 ""name"":""车万翔""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_306_F019_coder.wav.pcm,contacts,陈师傅,陈师傅,TRUE,1,是,contacts,"{
 ""name"":""陈师傅""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\5contacts\5contacts_313_F020_coder.wav.pcm,contacts,马慧婷电话,马慧婷电话,TRUE,1,是,contacts,"{
 ""name"":""马慧婷""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_004_M097_coder.wav.pcm,dialog,一曲高歌一尊酒移舟稳卧获芦边,一曲高歌一尊酒移舟稳卧获芦边,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_011_M099_coder.wav.pcm,dialog,丈夫非无泪不洒离别间,丈夫非无泪不洒离别间,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_018_M099_coder.wav.pcm,dialog,不可以说脏话,不可以说脏话,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_025_M101_coder.wav.pcm,dialog,丹枫吹尽鸦声乐又得霜天一日晴,丹枫吹尽鸦声乐又得霜天一日晴,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_032_M071_coder.wav.pcm,dialog,人似秋鸿来有信事如春梦了无痕,人似秋鸿来有信事如春梦了无痕,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_039_M072_coder.wav.pcm,dialog,今天晚餐吃什么,今天晚餐吃什么,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_046_M074_coder.wav.pcm,dialog,介绍你的情况,介绍你的情况,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_053_M047_coder.wav.pcm,dialog,作业忘了做了,作业忘了做了,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_060_M048_coder.wav.pcm,dialog,你个小黄鸡,你个小黄鸡,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_067_M050_coder.wav.pcm,dialog,你休息吧把自己关闭,你休息吧把自己关闭,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_074_M075_coder.wav.pcm,dialog,你到底能听见我说话吗,你到底能听见我说话吗,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_081_F001_coder.wav.pcm,dialog,你在哪里工作啊,你在哪里工作啊,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_095_F002_coder.wav.pcm,dialog,你姓什么呀,你姓什么呀,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_102_F003_coder.wav.pcm,dialog,你家里多少人啊,你家里多少人啊,TRUE,0,是,dialog,{}, 
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\6dialog\6dialog_109_F003_coder.wav.pcm,dialog,你就是盗版的,你就是盗版的,TRUE,0,是,dialog,{}, 
