strAudioPath,pcm_time(UTC ms),sr_result,套件,是否一致,一致率:91.43%,去除套件没有结果的一致率:99.61%
msc_log_2017-07-20Thu23-09-32.313000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-09-35.504000.pcm.SpeexWb.pcm,1.50E+12,去长春汽车百货,去长春汽车百货,TRUE,,
msc_log_2017-07-20Thu23-09-39.756000.pcm.SpeexWb.pcm,1.50E+12,搜索广达汽车百货,搜索广达汽车百货,TRUE,,
msc_log_2017-07-20Thu23-09-44.331000.pcm.SpeexWb.pcm,1.50E+12,去卫星路上的广达汽车百货卫星路店,去卫星路上的广达汽车百货卫星路店,TRUE,,
msc_log_2017-07-20Thu23-09-50.090000.pcm.SpeexWb.pcm,1.50E+12,走红绿灯最少的路线,走红绿灯最少的路线,TRUE,,
msc_log_2017-07-20Thu23-09-54.592000.pcm.SpeexWb.pcm,1.50E+12,导航,导航,TRUE,,
msc_log_2017-07-20Thu23-09-57.773000.pcm.SpeexWb.pcm,1.50E+12,我要去西大直街,我要去西大直街,TRUE,,
msc_log_2017-07-20Thu23-10-02.067000.pcm.SpeexWb.pcm,1.50E+12,搜索西直门南大街,搜索西直门南大街,TRUE,,
msc_log_2017-07-20Thu23-10-06.540000.pcm.SpeexWb.pcm,1.50E+12,不是南大街是北大街,不是南大街是北大街,TRUE,,
msc_log_2017-07-20Thu23-10-10.850000.pcm.SpeexWb.pcm,1.50E+12,走高速路线,走高速路线,TRUE,,
msc_log_2017-07-20Thu23-10-14.247000.pcm.SpeexWb.pcm,1.50E+12,导航吧,导航吧,TRUE,,
msc_log_2017-07-20Thu23-10-18.647000.pcm.SpeexWb.pcm,1.50E+12,我想去长安区樊家村,我想去长安区樊家村,TRUE,,
msc_log_2017-07-20Thu23-10-23.475000.pcm.SpeexWb.pcm,1.50E+12,去栾城区楼底镇樊家屯村村民委员会,去栾城区楼底镇樊家屯村村民委员会,TRUE,,
msc_log_2017-07-20Thu23-10-30.487000.pcm.SpeexWb.pcm,1.50E+12,搜索附近的小吃街,搜索附近的小吃街,TRUE,,
msc_log_2017-07-20Thu23-10-34.991000.pcm.SpeexWb.pcm,1.50E+12,去距离最近的,去距离最近的,TRUE,,
msc_log_2017-07-20Thu23-10-38.463000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-10-41.370000.pcm.SpeexWb.pcm,1.50E+12,我要去山东莱州,我要去山东莱州,TRUE,,
msc_log_2017-07-20Thu23-10-45.101000.pcm.SpeexWb.pcm,1.50E+12,去府前街78号的莱州市,去府前街78号的莱州市,TRUE,,
msc_log_2017-07-20Thu23-10-49.837000.pcm.SpeexWb.pcm,1.50E+12,搜索附近的如家酒店,搜索附近的如家酒店,TRUE,,
msc_log_2017-07-20Thu23-10-53.922000.pcm.SpeexWb.pcm,1.50E+12,导航,,FALSE,,
msc_log_2017-07-20Thu23-11-06.162000.pcm.SpeexWb.pcm,1.50E+12,东山区大庆市采油三厂,东山区大庆市采油三厂,TRUE,,
msc_log_2017-07-20Thu23-11-10.239000.pcm.SpeexWb.pcm,1.50E+12,那就去采油工艺研究所化验室,,FALSE,,
msc_log_2017-07-20Thu23-11-24.118000.pcm.SpeexWb.pcm,1.50E+12,我要走好时尚的路线,我要走好时尚的路线,TRUE,,
msc_log_2017-07-20Thu23-11-28.053000.pcm.SpeexWb.pcm,1.50E+12,导航吧,导航吧,TRUE,,
msc_log_2017-07-20Thu23-11-30.849000.pcm.SpeexWb.pcm,1.50E+12,帮我导航到北郊电信营业厅,帮我导航到北郊电信营业厅,TRUE,,
msc_log_2017-07-20Thu23-11-36.401000.pcm.SpeexWb.pcm,1.50E+12,去磨店美食文化街附近的营业厅,去磨店美食文化街附近的营业厅,TRUE,,
msc_log_2017-07-20Thu23-11-41.311000.pcm.SpeexWb.pcm,1.50E+12,要走最近的路线,要走最近的路线,TRUE,,
msc_log_2017-07-20Thu23-11-44.723000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-11-47.916000.pcm.SpeexWb.pcm,1.50E+12,导航到内蒙古赤峰市翁牛特旗,导航到内蒙古赤峰市翁牛特旗,TRUE,,
msc_log_2017-07-20Thu23-11-53.655000.pcm.SpeexWb.pcm,1.50E+12,在乌丹路上的翁牛特旗,在乌丹路上的翁牛特旗,TRUE,,
msc_log_2017-07-20Thu23-11-58.174000.pcm.SpeexWb.pcm,1.50E+12,搜索附近有名的景点,搜索附近有名的景点,TRUE,,
msc_log_2017-07-20Thu23-12-02.606000.pcm.SpeexWb.pcm,1.50E+12,选择距离最近的,选择距离最近的,TRUE,,
msc_log_2017-07-20Thu23-12-06.441000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-12-09.466000.pcm.SpeexWb.pcm,1.50E+12,我要去兴文县西关口,我要去兴文县西关口,TRUE,,
msc_log_2017-07-20Thu23-12-14.113000.pcm.SpeexWb.pcm,1.50E+12,去贵州关岭牛魔王养生馆,去贵州关岭牛魔王养生馆,TRUE,,
msc_log_2017-07-20Thu23-12-19.074000.pcm.SpeexWb.pcm,1.50E+12,搜索附近的加油站,搜索附近的加油站,TRUE,,
msc_log_2017-07-20Thu23-12-23.332000.pcm.SpeexWb.pcm,1.50E+12,选择距离最近的,,FALSE,,
msc_log_2017-07-20Thu23-12-36.878000.pcm.SpeexWb.pcm,1.50E+12,导航,导航,TRUE,,
msc_log_2017-07-20Thu23-12-39.791000.pcm.SpeexWb.pcm,1.50E+12,我想去查日苏,我想去查日苏,TRUE,,
msc_log_2017-07-20Thu23-12-44.015000.pcm.SpeexWb.pcm,1.50E+12,就是去查日苏镇中学,就是去查日苏镇中学,TRUE,,
msc_log_2017-07-20Thu23-12-48.473000.pcm.SpeexWb.pcm,1.50E+12,搜索附近有名的景点,搜索附近有名的景点,TRUE,,
msc_log_2017-07-20Thu23-12-52.766000.pcm.SpeexWb.pcm,1.50E+12,选择免费的,选择免费的,TRUE,,
msc_log_2017-07-20Thu23-12-56.083000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-12-59.201000.pcm.SpeexWb.pcm,1.50E+12,前往徐东销品茂,前往徐东销品茂,TRUE,,
msc_log_2017-07-20Thu23-13-03.222000.pcm.SpeexWb.pcm,1.50E+12,去徐家铺子,去徐家铺子,TRUE,,
msc_log_2017-07-20Thu23-13-07.356000.pcm.SpeexWb.pcm,1.50E+12,在凤台路东煌公寓附近,在凤台路东煌公寓附近,TRUE,,
msc_log_2017-07-20Thu23-13-12.213000.pcm.SpeexWb.pcm,1.50E+12,走红绿灯最少的路线,走红绿灯最少的路线,TRUE,,
msc_log_2017-07-20Thu23-13-16.516000.pcm.SpeexWb.pcm,1.50E+12,导航,导航,TRUE,,
msc_log_2017-07-20Thu23-13-19.271000.pcm.SpeexWb.pcm,1.50E+12,我要去洋县牛头山,我要去洋县牛头山,TRUE,,
msc_log_2017-07-20Thu23-13-23.562000.pcm.SpeexWb.pcm,1.50E+12,去牛头山庄北楼,去牛头山庄北楼,TRUE,,
msc_log_2017-07-20Thu23-13-27.351000.pcm.SpeexWb.pcm,1.50E+12,搜索附近的小吃街,搜索附近的小吃街,TRUE,,
msc_log_2017-07-20Thu23-13-31.469000.pcm.SpeexWb.pcm,1.50E+12,选择距离最近的,选择距离最近的,TRUE,,
msc_log_2017-07-20Thu23-13-34.927000.pcm.SpeexWb.pcm,1.50E+12,导航开始,导航开始,TRUE,,
msc_log_2017-07-20Thu23-13-37.830000.pcm.SpeexWb.pcm,1.50E+12,我想去通化市火车站,我想去通化市火车站,TRUE,,
msc_log_2017-07-20Thu23-13-42.179000.pcm.SpeexWb.pcm,1.50E+12,是建设大街的通话火车站,是建设大街的通话火车站,TRUE,,
msc_log_2017-07-20Thu23-13-46.384000.pcm.SpeexWb.pcm,1.50E+12,不是进站口是出站口,不是进站口是出站口,TRUE,,
msc_log_2017-07-20Thu23-13-50.305000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-13-53.391000.pcm.SpeexWb.pcm,1.50E+12,导航到遂宁中心医院,导航到遂宁中心医院,TRUE,,
msc_log_2017-07-20Thu23-13-57.860000.pcm.SpeexWb.pcm,1.50E+12,去德胜西路上的遂宁市中心医院,去德胜西路上的遂宁市中心医院,TRUE,,
msc_log_2017-07-20Thu23-14-02.918000.pcm.SpeexWb.pcm,1.50E+12,是急诊科,是急诊科,TRUE,,
msc_log_2017-07-20Thu23-14-06.165000.pcm.SpeexWb.pcm,1.50E+12,选择红绿灯上的路线,选择红绿灯上的路线,TRUE,,
msc_log_2017-07-20Thu23-14-10.574000.pcm.SpeexWb.pcm,1.50E+12,导航,,FALSE,,
msc_log_2017-07-20Thu23-14-23.093000.pcm.SpeexWb.pcm,1.50E+12,我想去山东的临沂市,我想去山东的临沂市,TRUE,,
msc_log_2017-07-20Thu23-14-27.651000.pcm.SpeexWb.pcm,1.50E+12,在临泉路汪塘花园附近,在临泉路汪塘花园附近,TRUE,,
msc_log_2017-07-20Thu23-14-32.949000.pcm.SpeexWb.pcm,1.50E+12,是山东全羊馆不是金马眼镜大市场,是山东全羊馆不是金马眼镜大市场,TRUE,,
msc_log_2017-07-20Thu23-14-38.880000.pcm.SpeexWb.pcm,1.50E+12,导航开始,导航开始,TRUE,,
msc_log_2017-07-20Thu23-14-41.983000.pcm.SpeexWb.pcm,1.50E+12,帮我导航到大连市金州区三十里堡镇,帮我导航到大连市金州区三十里堡镇,TRUE,,
msc_log_2017-07-20Thu23-14-48.472000.pcm.SpeexWb.pcm,1.50E+12,去村民委员会,去村民委员会,TRUE,,
msc_log_2017-07-20Thu23-14-52.169000.pcm.SpeexWb.pcm,1.50E+12,选择红果村民委员会,选择红果村民委员会,TRUE,,
msc_log_2017-07-20Thu23-14-56.734000.pcm.SpeexWb.pcm,1.50E+12,走最近的路线,走最近的路线,TRUE,,
msc_log_2017-07-20Thu23-14-59.959000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-15-03.207000.pcm.SpeexWb.pcm,1.50E+12,我想去浙江省宁波市宁海县斗门张,我想去浙江省宁波市宁海县斗门张,TRUE,,
msc_log_2017-07-20Thu23-15-08.520000.pcm.SpeexWb.pcm,1.50E+12,去北斗北路,去北斗北路,TRUE,,
msc_log_2017-07-20Thu23-15-11.632000.pcm.SpeexWb.pcm,1.50E+12,选择长白山名烟名酒斗门张店,选择长白山名烟名酒斗门张店,TRUE,,
msc_log_2017-07-20Thu23-15-17.159000.pcm.SpeexWb.pcm,1.50E+12,导航,导航,TRUE,,
msc_log_2017-07-20Thu23-15-20.028000.pcm.SpeexWb.pcm,1.50E+12,前往郫县交警队,前往郫县交警队,TRUE,,
msc_log_2017-07-20Thu23-15-24.080000.pcm.SpeexWb.pcm,1.50E+12,去郫县交警大队违法处理室,去郫县交警大队违法处理室,TRUE,,
msc_log_2017-07-20Thu23-15-29.262000.pcm.SpeexWb.pcm,1.50E+12,走最近的路线,走最近的路线,TRUE,,
msc_log_2017-07-20Thu23-15-32.620000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-15-35.661000.pcm.SpeexWb.pcm,1.50E+12,导航去资阳市雁江区,导航去资阳市雁江区,TRUE,,
msc_log_2017-07-20Thu23-15-40.399000.pcm.SpeexWb.pcm,1.50E+12,就是政府东路60号的应援曲,,FALSE,,
msc_log_2017-07-20Thu23-15-54.621000.pcm.SpeexWb.pcm,1.50E+12,搜索附近有名的景点,搜索附近有名的景点,TRUE,,
msc_log_2017-07-20Thu23-15-58.788000.pcm.SpeexWb.pcm,1.50E+12,选择免费的,,FALSE,,
msc_log_2017-07-20Thu23-16-11.761000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-16-14.624000.pcm.SpeexWb.pcm,1.50E+12,我要去照金牧场,我要去照金牧场,TRUE,,
msc_log_2017-07-20Thu23-16-18.364000.pcm.SpeexWb.pcm,1.50E+12,位于照金镇上的照金牧场,位于照金镇上的照金牧场,TRUE,,
msc_log_2017-07-20Thu23-16-22.673000.pcm.SpeexWb.pcm,1.50E+12,查找附近的酒店,查找附近的酒店,TRUE,,
msc_log_2017-07-20Thu23-16-26.270000.pcm.SpeexWb.pcm,1.50E+12,选择价格最低的,选择价格最低的,TRUE,,
msc_log_2017-07-20Thu23-16-29.550000.pcm.SpeexWb.pcm,1.50E+12,导航开始吧,导航开始吧,TRUE,,
msc_log_2017-07-20Thu23-16-32.842000.pcm.SpeexWb.pcm,1.50E+12,前往叶县辛店乡田寨村,前往叶县辛店乡田寨村,TRUE,,
msc_log_2017-07-20Thu23-16-38.067000.pcm.SpeexWb.pcm,1.50E+12,那就去九寨沟田园度假村吧,,FALSE,,
msc_log_2017-07-20Thu23-16-52.212000.pcm.SpeexWb.pcm,1.50E+12,搜索沿途有加油站的路线,搜索沿途有加油站的路线,TRUE,,
msc_log_2017-07-20Thu23-16-56.519000.pcm.SpeexWb.pcm,1.50E+12,选择距离最近的,,FALSE,,
msc_log_2017-07-20Thu23-17-09.481000.pcm.SpeexWb.pcm,1.50E+12,导航,导航,TRUE,,
msc_log_2017-07-20Thu23-17-12.632000.pcm.SpeexWb.pcm,1.50E+12,导航到星海广场,导航到星海广场,TRUE,,
msc_log_2017-07-20Thu23-17-17.144000.pcm.SpeexWb.pcm,1.50E+12,位于濉溪路与嘉山路交叉口的星海世纪广场,位于濉溪路与嘉山路交叉口的星海世纪广场,TRUE,,
msc_log_2017-07-20Thu23-17-23.619000.pcm.SpeexWb.pcm,1.50E+12,选择经过加油站的线路,选择经过加油站的线路,TRUE,,
msc_log_2017-07-20Thu23-17-27.534000.pcm.SpeexWb.pcm,1.50E+12,导航,,FALSE,,
msc_log_2017-07-20Thu23-17-40.099000.pcm.SpeexWb.pcm,1.50E+12,我想去西北大学,我想去西北大学,TRUE,,
msc_log_2017-07-20Thu23-17-44.408000.pcm.SpeexWb.pcm,1.50E+12,去研究所,去研究所,TRUE,,
msc_log_2017-07-20Thu23-17-47.873000.pcm.SpeexWb.pcm,1.50E+12,那就去唐代文学研究所,那就去唐代文学研究所,TRUE,,
msc_log_2017-07-20Thu23-17-52.885000.pcm.SpeexWb.pcm,1.50E+12,我要走路况好的路线,我要走路况好的路线,TRUE,,
msc_log_2017-07-20Thu23-17-56.766000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-18-00.083000.pcm.SpeexWb.pcm,1.50E+12,帮我导航到广州东,,FALSE,,
msc_log_2017-07-20Thu23-18-14.172000.pcm.SpeexWb.pcm,1.50E+12,去广州东站,去广州东站,TRUE,,
msc_log_2017-07-20Thu23-18-18.111000.pcm.SpeexWb.pcm,1.50E+12,是东门不是7号门,,FALSE,,
msc_log_2017-07-20Thu23-18-32.103000.pcm.SpeexWb.pcm,1.50E+12,选择红绿灯上的路线,选择红绿灯上的路线,TRUE,,
msc_log_2017-07-20Thu23-18-36.467000.pcm.SpeexWb.pcm,1.50E+12,导航,导航,TRUE,,
msc_log_2017-07-20Thu23-18-39.475000.pcm.SpeexWb.pcm,1.50E+12,东山区陕西省咸阳市礼泉县袁家村,东山区陕西省咸阳市礼泉县袁家村,TRUE,,
msc_log_2017-07-20Thu23-18-45.945000.pcm.SpeexWb.pcm,1.50E+12,去袁家村停车场,去袁家村停车场,TRUE,,
msc_log_2017-07-20Thu23-18-50.263000.pcm.SpeexWb.pcm,1.50E+12,选择地区,选择地区,TRUE,,
msc_log_2017-07-20Thu23-18-53.501000.pcm.SpeexWb.pcm,1.50E+12,开始导航吧,开始导航吧,TRUE,,
msc_log_2017-07-20Thu23-18-57.015000.pcm.SpeexWb.pcm,1.50E+12,我要去重庆市开县,我要去重庆市开县,TRUE,,
msc_log_2017-07-20Thu23-19-01.323000.pcm.SpeexWb.pcm,1.50E+12,就是内西街的开县,就是内西街的开县,TRUE,,
msc_log_2017-07-20Thu23-19-05.203000.pcm.SpeexWb.pcm,1.50E+12,搜索附近的如家酒店,搜索附近的如家酒店,TRUE,,
msc_log_2017-07-20Thu23-19-09.455000.pcm.SpeexWb.pcm,1.50E+12,选择价格最低的,,FALSE,,
msc_log_2017-07-20Thu23-19-22.432000.pcm.SpeexWb.pcm,1.50E+12,导航,,FALSE,,
msc_log_2017-07-20Thu23-19-34.956000.pcm.SpeexWb.pcm,1.50E+12,前往平顶山市叶县龙泉乡小河王村,前往平顶山市叶县龙泉乡小河王村,TRUE,,
msc_log_2017-07-20Thu23-19-41.309000.pcm.SpeexWb.pcm,1.50E+12,我要去常村乡中心小学,我要去常村乡中心小学,TRUE,,
msc_log_2017-07-20Thu23-19-46.242000.pcm.SpeexWb.pcm,1.50E+12,走高速路线,走高速路线,TRUE,,
msc_log_2017-07-20Thu23-19-49.719000.pcm.SpeexWb.pcm,1.50E+12,导航开始,导航开始,TRUE,,
msc_log_2017-07-20Thu23-19-52.842000.pcm.SpeexWb.pcm,1.50E+12,我想去泰兴市城管大队,我想去泰兴市城管大队,TRUE,,
msc_log_2017-07-20Thu23-19-57.388000.pcm.SpeexWb.pcm,1.50E+12,去管理行政执法大队,去管理行政执法大队,TRUE,,
msc_log_2017-07-20Thu23-20-01.419000.pcm.SpeexWb.pcm,1.50E+12,选择兴化市的林城中队,选择兴化市的林城中队,TRUE,,
msc_log_2017-07-20Thu23-20-06.469000.pcm.SpeexWb.pcm,1.50E+12,选择红绿灯上的路线,选择红绿灯上的路线,TRUE,,
msc_log_2017-07-20Thu23-20-11.025000.pcm.SpeexWb.pcm,1.50E+12,导航,,FALSE,,
msc_log_2017-07-20Thu23-20-23.474000.pcm.SpeexWb.pcm,1.50E+12,导航到浦江大唐镇,导航到浦江大唐镇,TRUE,,
msc_log_2017-07-20Thu23-20-27.523000.pcm.SpeexWb.pcm,1.50E+12,去委员会,,FALSE,,
msc_log_2017-07-20Thu23-20-40.446000.pcm.SpeexWb.pcm,1.50E+12,选择蒲江县大塘镇双石村村民委员会,选择蒲江县大塘镇双石村村民委员会,TRUE,,
msc_log_2017-07-20Thu23-20-46.405000.pcm.SpeexWb.pcm,1.50E+12,不走高速,不走高速,TRUE,,
msc_log_2017-07-20Thu23-20-50.031000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-20-53.375000.pcm.SpeexWb.pcm,1.50E+12,帮我导航到咸阳秦源教育,帮我导航到咸阳秦源教育,TRUE,,
msc_log_2017-07-20Thu23-20-58.038000.pcm.SpeexWb.pcm,1.50E+12,位于人民西路的59号金源教育,位于人民西路的59号金源教育,TRUE,,
msc_log_2017-07-20Thu23-21-02.814000.pcm.SpeexWb.pcm,1.50E+12,搜索附近的如家酒店,搜索附近的如家酒店,TRUE,,
msc_log_2017-07-20Thu23-21-06.846000.pcm.SpeexWb.pcm,1.50E+12,选择价格最低的,选择价格最低的,TRUE,,
msc_log_2017-07-20Thu23-21-10.432000.pcm.SpeexWb.pcm,1.50E+12,导航吧,导航吧,TRUE,,
msc_log_2017-07-20Thu23-21-13.339000.pcm.SpeexWb.pcm,1.50E+12,我要去中牟县飞翔电脑商行,我要去中牟县飞翔电脑商行,TRUE,,
msc_log_2017-07-20Thu23-21-18.334000.pcm.SpeexWb.pcm,1.50E+12,去宏达电脑商行,去宏达电脑商行,TRUE,,
msc_log_2017-07-20Thu23-21-22.310000.pcm.SpeexWb.pcm,1.50E+12,选择红绿灯上的路线,选择红绿灯上的路线,TRUE,,
msc_log_2017-07-20Thu23-21-26.703000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-21-29.705000.pcm.SpeexWb.pcm,1.50E+12,导航到浑南,导航到浑南,TRUE,,
msc_log_2017-07-20Thu23-21-33.526000.pcm.SpeexWb.pcm,1.50E+12,去东北大学浑南校区,去东北大学浑南校区,TRUE,,
msc_log_2017-07-20Thu23-21-37.877000.pcm.SpeexWb.pcm,1.50E+12,搜索附近的小吃街,搜索附近的小吃街,TRUE,,
msc_log_2017-07-20Thu23-21-41.909000.pcm.SpeexWb.pcm,1.50E+12,开始导航吧,开始导航吧,TRUE,,
msc_log_2017-07-20Thu23-21-45.104000.pcm.SpeexWb.pcm,1.50E+12,前往崇州市,前往崇州市,TRUE,,
msc_log_2017-07-20Thu23-21-49.051000.pcm.SpeexWb.pcm,1.50E+12,就是昌明路一号的崇州市,就是昌明路一号的崇州市,TRUE,,
msc_log_2017-07-20Thu23-21-53.773000.pcm.SpeexWb.pcm,1.50E+12,选择不走高架的路线,选择不走高架的路线,TRUE,,
msc_log_2017-07-20Thu23-21-57.945000.pcm.SpeexWb.pcm,1.50E+12,导航,,FALSE,,
msc_log_2017-07-20Thu23-22-10.452000.pcm.SpeexWb.pcm,1.50E+12,我想去成都市龙泉驿区十陵蜀王陵,我想去成都市龙泉驿区十陵蜀王陵,TRUE,,
msc_log_2017-07-20Thu23-22-16.792000.pcm.SpeexWb.pcm,1.50E+12,去社区居民委员会,去社区居民委员会,TRUE,,
msc_log_2017-07-20Thu23-22-21.316000.pcm.SpeexWb.pcm,1.50E+12,那就十陵街道天兴社区居民委员会吧,那就十陵街道天兴社区居民委员会吧,TRUE,,
msc_log_2017-07-20Thu23-22-26.776000.pcm.SpeexWb.pcm,1.50E+12,走最近的路线,走最近的路线,TRUE,,
msc_log_2017-07-20Thu23-22-30.418000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-22-33.810000.pcm.SpeexWb.pcm,1.50E+12,帮我导航到东兰,帮我导航到东兰,TRUE,,
msc_log_2017-07-20Thu23-22-38.021000.pcm.SpeexWb.pcm,1.50E+12,位于陵园街附近的东兰县,位于陵园街附近的东兰县,TRUE,,
msc_log_2017-07-20Thu23-22-43.211000.pcm.SpeexWb.pcm,1.50E+12,搜索一下沿途的加油站,搜索一下沿途的加油站,TRUE,,
msc_log_2017-07-20Thu23-22-47.537000.pcm.SpeexWb.pcm,1.50E+12,选择距离最近的,选择距离最近的,TRUE,,
msc_log_2017-07-20Thu23-22-51.586000.pcm.SpeexWb.pcm,1.50E+12,导航开始,导航开始,TRUE,,
msc_log_2017-07-20Thu23-22-54.573000.pcm.SpeexWb.pcm,1.50E+12,前往长安区青年路,前往长安区青年路,TRUE,,
msc_log_2017-07-20Thu23-22-59.124000.pcm.SpeexWb.pcm,1.50E+12,就是冀村镇里余村青年路的西郑庄信用社,就是冀村镇里余村青年路的西郑庄信用社,TRUE,,
msc_log_2017-07-20Thu23-23-05.345000.pcm.SpeexWb.pcm,1.50E+12,要走最近的路线,要走最近的路线,TRUE,,
msc_log_2017-07-20Thu23-23-08.794000.pcm.SpeexWb.pcm,1.50E+12,导航,,FALSE,,
msc_log_2017-07-20Thu23-23-21.134000.pcm.SpeexWb.pcm,1.50E+12,我要去潘黄镇,我要去潘黄镇,TRUE,,
msc_log_2017-07-20Thu23-23-25.055000.pcm.SpeexWb.pcm,1.50E+12,去潘黄镇凌天家具沙发厂,,FALSE,,
msc_log_2017-07-20Thu23-23-39.498000.pcm.SpeexWb.pcm,1.50E+12,搜索沿途有加油站的路线,搜索沿途有加油站的路线,TRUE,,
msc_log_2017-07-20Thu23-23-43.711000.pcm.SpeexWb.pcm,1.50E+12,导航,,FALSE,,
msc_log_2017-07-20Thu23-23-56.075000.pcm.SpeexWb.pcm,1.50E+12,导航到沈阳五爱,导航到沈阳五爱,TRUE,,
msc_log_2017-07-20Thu23-24-00.175000.pcm.SpeexWb.pcm,1.50E+12,就在热闹路与南通天街交汇处北侧附近,,FALSE,,
msc_log_2017-07-20Thu23-24-15.001000.pcm.SpeexWb.pcm,1.50E+12,选择五爱街邮政所,,FALSE,,
msc_log_2017-07-20Thu23-24-28.492000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-24-31.666000.pcm.SpeexWb.pcm,1.50E+12,我想去临潼区,我想去临潼区,TRUE,,
msc_log_2017-07-20Thu23-24-35.684000.pcm.SpeexWb.pcm,1.50E+12,就是书院门街41的临潼区,就是书院门街41的临潼区,TRUE,,
msc_log_2017-07-20Thu23-24-40.585000.pcm.SpeexWb.pcm,1.50E+12,搜索附近的有名的景点,搜索附近的有名的景点,TRUE,,
msc_log_2017-07-20Thu23-24-46.333000.pcm.SpeexWb.pcm,1.50E+12,选择价格最低的,选择价格最低的,TRUE,,
msc_log_2017-07-20Thu23-24-49.944000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-24-53.026000.pcm.SpeexWb.pcm,1.50E+12,帮我导航到遂宁市,帮我导航到遂宁市,TRUE,,
msc_log_2017-07-20Thu23-24-57.182000.pcm.SpeexWb.pcm,1.50E+12,位于东升路上的遂宁市,位于东升路上的遂宁市,TRUE,,
msc_log_2017-07-20Thu23-25-01.744000.pcm.SpeexWb.pcm,1.50E+12,选择经过加油站的线路,选择经过加油站的线路,TRUE,,
msc_log_2017-07-20Thu23-25-06.300000.pcm.SpeexWb.pcm,1.50E+12,导航吧,导航吧,TRUE,,
msc_log_2017-07-20Thu23-25-09.284000.pcm.SpeexWb.pcm,1.50E+12,前往南京翠杉园,前往南京翠杉园,TRUE,,
msc_log_2017-07-20Thu23-25-13.379000.pcm.SpeexWb.pcm,1.50E+12,去兴隆大街198的翠珊园,去兴隆大街198的翠珊园,TRUE,,
msc_log_2017-07-20Thu23-25-18.142000.pcm.SpeexWb.pcm,1.50E+12,选择北门,选择北门,TRUE,,
msc_log_2017-07-20Thu23-25-21.213000.pcm.SpeexWb.pcm,1.50E+12,导航,导航,TRUE,,
msc_log_2017-07-20Thu23-25-24.156000.pcm.SpeexWb.pcm,1.50E+12,我要去新北区万达,我要去新北区万达,TRUE,,
msc_log_2017-07-20Thu23-25-28.619000.pcm.SpeexWb.pcm,1.50E+12,新北万达广场一区的,新北万达广场一区的,TRUE,,
msc_log_2017-07-20Thu23-25-32.193000.pcm.SpeexWb.pcm,1.50E+12,不是森马万达店而是雪宾馆打印,,FALSE,,
msc_log_2017-07-20Thu23-25-46.623000.pcm.SpeexWb.pcm,1.50E+12,开始导航,开始导航,TRUE,,
msc_log_2017-07-20Thu23-25-49.658000.pcm.SpeexWb.pcm,1.50E+12,导航到曲阳,导航到曲阳,TRUE,,
msc_log_2017-07-20Thu23-25-53.297000.pcm.SpeexWb.pcm,1.50E+12,去曲阳土菜馆,去曲阳土菜馆,TRUE,,
msc_log_2017-07-20Thu23-25-57.391000.pcm.SpeexWb.pcm,1.50E+12,走红绿灯最少的路线,走红绿灯最少的路线,TRUE,,
msc_log_2017-07-20Thu23-26-01.675000.pcm.SpeexWb.pcm,1.50E+12,导航开始,导航开始,TRUE,,
msc_log_2017-07-20Thu23-26-04.754000.pcm.SpeexWb.pcm,1.50E+12,我想去马三家,我想去马三家,TRUE,,
msc_log_2017-07-20Thu23-26-09.694000.pcm.SpeexWb.pcm,1.50E+12,就是马鞍山南路附近的,就是马鞍山南路附近的,TRUE,,
msc_log_2017-07-20Thu23-26-13.552000.pcm.SpeexWb.pcm,1.50E+12,选择合家福广场停车场,选择合家福广场停车场,TRUE,,
msc_log_2017-07-20Thu23-26-18.291000.pcm.SpeexWb.pcm,1.50E+12,导航,,FALSE,,
