用户说法,user_data
我想到四川绵阳,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174447892"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""缩小图面"",""放大图面"",""仅供测试""]}"
我要去的是绵兴东路98,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|距离最短|10小时51分钟|925公里|红绿灯34个|收费430元|拥堵较少|11小时18分钟|976公里|开始导航|设置车牌避开天津市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174451211"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""距离最短"",""10小时51分钟"",""925公里"",""红绿灯34个"",""收费430元"",""拥堵较少"",""11小时18分钟"",""976公里"",""开始导航"",""设置车牌避开天津市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
走经过药房的线路,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174454821"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|98号茶|深圳市南山区|98度|深圳市龙岗区|98水围店|深圳市水围四街2426|98时尚酒店|深圳市宝安区|98印刷业务部|深圳市福田区""},""dataInfo"":{""end_poi"":{""lat"":""22.560486"",""poi"":""98号茶"",""tel"":"""",""area"":""深圳市南山区"",""lng"":""113.973611""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""98号茶"",""深圳市南山区"",""98度"",""深圳市龙岗区"",""98水围店"",""深圳市水围四街2426"",""98时尚酒店"",""深圳市宝安区"",""98印刷业务部"",""深圳市福田区""]}"
导航吧,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174458138"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|98号茶|深圳市南山区|98度|深圳市龙岗区|98水围店|深圳市水围四街2426|98时尚酒店|深圳市宝安区|98印刷业务部|深圳市福田区""},""dataInfo"":{""end_poi"":{""lat"":""22.560486"",""poi"":""98号茶"",""tel"":"""",""area"":""深圳市南山区"",""lng"":""113.973611""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""98号茶"",""深圳市南山区"",""98度"",""深圳市龙岗区"",""98水围店"",""深圳市水围四街2426"",""98时尚酒店"",""深圳市宝安区"",""98印刷业务部"",""深圳市福田区""]}"
我要去上海浦东百安居,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174501489"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|距离最短|10小时51分钟|925公里|红绿灯34个|收费430元|拥堵较少|11小时18分钟|976公里|开始导航|设置车牌避开天津市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""22.560486"",""poi"":""98号茶"",""tel"":"""",""area"":""深圳市南山区"",""lng"":""113.973611""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""距离最短"",""10小时51分钟"",""925公里"",""红绿灯34个"",""收费430元"",""拥堵较少"",""11小时18分钟"",""976公里"",""开始导航"",""设置车牌避开天津市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
导航到沪太路1800,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174504820"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|百安居龙阳店|上海城区银霄路393|百安居金桥店|上海城区蓝天路518""},""dataInfo"":{""end_poi"":{""lat"":""31.205069"",""poi"":""百安居(龙阳店)"",""tel"":"""",""area"":""上海城区浦东新区"",""lng"":""121.559410""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""百安居龙阳店"",""上海城区银霄路393"",""百安居金桥店"",""上海城区蓝天路518""]}"
先去停车场,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174508206"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|百安居龙阳店|上海城区银霄路393|百安居金桥店|上海城区蓝天路518""},""dataInfo"":{""end_poi"":{""lat"":""31.205069"",""poi"":""百安居(龙阳店)"",""tel"":"""",""area"":""上海城区浦东新区"",""lng"":""121.559410""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""百安居龙阳店"",""上海城区银霄路393"",""百安居金桥店"",""上海城区蓝天路518""]}"
走红绿灯少的路线,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174511509"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|百安居龙阳店|上海城区银霄路393|百安居金桥店|上海城区蓝天路518""},""dataInfo"":{""end_poi"":{""lat"":""31.205069"",""poi"":""百安居(龙阳店)"",""tel"":"""",""area"":""上海城区浦东新区"",""lng"":""121.559410""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""百安居龙阳店"",""上海城区银霄路393"",""百安居金桥店"",""上海城区蓝天路518""]}"
可以导航了,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174514780"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|红绿灯菜饭|上海城区浦东新区|红绿坊服饰店|上海城区新渔东路354""},""dataInfo"":{""end_poi"":{""lat"":""31.174549"",""poi"":""红绿灯菜饭"",""tel"":"""",""area"":""上海城区浦东新区"",""lng"":""121.742917""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""红绿灯菜饭"",""上海城区浦东新区"",""红绿坊服饰店"",""上海城区新渔东路354""]}"
带我去太谷县太姥为,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174518199"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|距离最短|10小时51分钟|925公里|红绿灯34个|收费430元|拥堵较少|11小时18分钟|976公里|开始导航|设置车牌避开天津市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""31.174549"",""poi"":""红绿灯菜饭"",""tel"":"""",""area"":""上海城区浦东新区"",""lng"":""121.742917""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""距离最短"",""10小时51分钟"",""925公里"",""红绿灯34个"",""收费430元"",""拥堵较少"",""11小时18分钟"",""976公里"",""开始导航"",""设置车牌避开天津市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
到食为天饭店,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174521505"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|距离最短|10小时51分钟|925公里|红绿灯34个|收费430元|拥堵较少|11小时18分钟|976公里|开始导航|设置车牌避开天津市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""31.174549"",""poi"":""红绿灯菜饭"",""tel"":"""",""area"":""上海城区浦东新区"",""lng"":""121.742917""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""距离最短"",""10小时51分钟"",""925公里"",""红绿灯34个"",""收费430元"",""拥堵较少"",""11小时18分钟"",""976公里"",""开始导航"",""设置车牌避开天津市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
迎宾西街与虹桥路交叉口的那家,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174524794"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|食为天饭店前牌大街|温州市永嘉县|食为天饭店码道南路""},""dataInfo"":{""end_poi"":{""lat"":""28.037014"",""poi"":""食为天饭店(前牌大街)"",""tel"":"""",""area"":""温州市永嘉县"",""lng"":""120.625069""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""食为天饭店前牌大街"",""温州市永嘉县"",""食为天饭店码道南路""]}"
换条路线,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174528368"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|食为天饭店前牌大街|温州市永嘉县|食为天饭店码道南路""},""dataInfo"":{""end_poi"":{""lat"":""28.037014"",""poi"":""食为天饭店(前牌大街)"",""tel"":"""",""area"":""温州市永嘉县"",""lng"":""120.625069""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""食为天饭店前牌大街"",""温州市永嘉县"",""食为天饭店码道南路""]}"
可以了，导航,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174531658"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|食为天饭店前牌大街|温州市永嘉县|食为天饭店码道南路""},""dataInfo"":{""end_poi"":{""lat"":""28.037014"",""poi"":""食为天饭店(前牌大街)"",""tel"":"""",""area"":""温州市永嘉县"",""lng"":""120.625069""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""食为天饭店前牌大街"",""温州市永嘉县"",""食为天饭店码道南路""]}"
我想去高区,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174534889"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|距离最短|10小时51分钟|925公里|红绿灯34个|收费430元|拥堵较少|11小时18分钟|976公里|开始导航|设置车牌避开天津市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""28.037014"",""poi"":""食为天饭店(前牌大街)"",""tel"":"""",""area"":""温州市永嘉县"",""lng"":""120.625069""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""距离最短"",""10小时51分钟"",""925公里"",""红绿灯34个"",""收费430元"",""拥堵较少"",""11小时18分钟"",""976公里"",""开始导航"",""设置车牌避开天津市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
去高新区诊所,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174538205"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|高徐|距离32|地址温州市永嘉县""},""dataInfo"":{""end_poi"":{""lat"":""28.303160"",""poi"":""高徐"",""tel"":"""",""area"":""温州市永嘉县"",""lng"":""120.614271""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""高徐"",""距离32"",""地址温州市永嘉县""]}"
那就去新江路607号李佩佩诊所吧,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174541676"",""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|高新区燕湖诊所|温州市楠溪江路152号|高新区服务中心|温州市高一路168|温州银行高新区支行|温州市龙湾区|龙泰保安公司高新区大队|温州市温州大道155号|交通银行温州分行高新区支行|温州市雁荡西路269""},""dataInfo"":{""end_poi"":{""lat"":""27.987292"",""poi"":""高新区燕湖诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.717014""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""高新区燕湖诊所"",""温州市楠溪江路152号"",""高新区服务中心"",""温州市高一路168"",""温州银行高新区支行"",""温州市龙湾区"",""龙泰保安公司高新区大队"",""温州市温州大道155号"",""交通银行温州分行高新区支行"",""温州市雁荡西路269""]}"
要经过便利店的线路,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174544993"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|李佩佩诊所|距离83|地址温州市新江路607""},""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""李佩佩诊所"",""距离83"",""地址温州市新江路607""]}"
确认,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""39.129653"",""poi"":""宜必思酒店天津火车站店停车场"",""tel"":"""",""area"":""天津城区河东区"",""lng"":""117.218507""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174548302"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|李佩佩诊所|距离83|地址温州市新江路607""},""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""李佩佩诊所"",""距离83"",""地址温州市新江路607""]}"
邢台路桥公司,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|加载中""},""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174551687"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""加载中""]}"
倒数第二个,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|时间最短|9小时7分钟|748公里|红绿灯25个|收费430元|距离最短|9小时18分钟|747公里|红绿灯少|9小时39分钟|795公里|开始导航|设置车牌避开南京市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174554890"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""时间最短"",""9小时7分钟"",""748公里"",""红绿灯25个"",""收费430元"",""距离最短"",""9小时18分钟"",""747公里"",""红绿灯少"",""9小时39分钟"",""795公里"",""开始导航"",""设置车牌避开南京市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
不走高速,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|时间最短|9小时7分钟|748公里|红绿灯25个|收费430元|距离最短|9小时18分钟|747公里|红绿灯少|9小时39分钟|795公里|开始导航|设置车牌避开南京市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174558188"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""时间最短"",""9小时7分钟"",""748公里"",""红绿灯25个"",""收费430元"",""距离最短"",""9小时18分钟"",""747公里"",""红绿灯少"",""9小时39分钟"",""795公里"",""开始导航"",""设置车牌避开南京市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
不要这条线路，换一条,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|时间最短|9小时7分钟|748公里|红绿灯25个|收费430元|距离最短|9小时18分钟|747公里|红绿灯少|9小时39分钟|795公里|开始导航|设置车牌避开南京市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174601535"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""时间最短"",""9小时7分钟"",""748公里"",""红绿灯25个"",""收费430元"",""距离最短"",""9小时18分钟"",""747公里"",""红绿灯少"",""9小时39分钟"",""795公里"",""开始导航"",""设置车牌避开南京市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
可以导航了,"{""UserData"":{""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|时间最短|9小时7分钟|748公里|红绿灯25个|收费430元|距离最短|9小时18分钟|747公里|红绿灯少|9小时39分钟|795公里|开始导航|设置车牌避开南京市外地车限行|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""serialNo"":""M1AT020102000007_20170601174604742"",""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""lat"":""27.984826"",""poi"":""李佩佩诊所"",""tel"":"""",""area"":""温州市龙湾区"",""lng"":""120.730139""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""时间最短"",""9小时7分钟"",""748公里"",""红绿灯25个"",""收费430元"",""距离最短"",""9小时18分钟"",""747公里"",""红绿灯少"",""9小时39分钟"",""795公里"",""开始导航"",""设置车牌避开南京市外地车限行"",""缩小图面"",""放大图面"",""仅供测试""]}"
