audio_path,audioTag,ResultOrgText,ResultCompareText,ResultOrgLabel,ResultCompareLabel,IsEqual?(%) 1106/2567=43.09%
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0480-02.pcm,2051,那就去采油工艺研究所化验室,那就去采油工艺研究所化验室,那就去采油工艺研究所化验室,那就去采油工艺研究所化验室,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0480-03.pcm,2052,,,我要走耗时少的路线,我要走耗时少的路线,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0480-04.pcm,2053,,,导航吧,导航吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0481-01.pcm,2054,,,帮我导航到北滘电信营业厅,帮我导航到北滘电信营业厅,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0481-02.pcm,2055,去磨店美食文化街附近的营业厅,去磨店美食文化街附近的营业厅,去磨店美食文化街附近的营业厅,去磨店美食文化街附近的营业厅,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0481-03.pcm,2056,,,要走最近的路线,要走最近的路线,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0481-04.pcm,2057,,,开始导航,开始导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0482-01.pcm,2058,,,导航到内蒙古赤峰市翁牛特旗,导航到内蒙古赤峰市翁牛特旗,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0482-02.pcm,2059,在乌丹路上的翁牛特旗,在乌丹路上的翁牛特旗,在乌丹路上的翁牛特旗,在乌丹路上的翁牛特旗,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0482-03.pcm,2060,,,搜索附近有名的景点,搜索附近有名的景点,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0482-04.pcm,2061,,,选择距离最近的,选择距离最近的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0482-05.pcm,2062,,,开始导航,开始导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0483-01.pcm,2063,,,我要去兴文县西关口,我要去兴文县西关口,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0483-02.pcm,2064,去贵州关岭牛魔王养生馆,去贵州关岭牛魔王养生馆,去贵州关岭牛魔王养生馆,去贵州关岭牛魔王养生馆,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0483-03.pcm,2065,搜索附近的加油站,搜索附近的加油站,搜索附近的加油站,搜索附近的加油站,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0483-04.pcm,2066,选择距离最近的,选择距离最近的,选择距离最近的,选择距离最近的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0483-05.pcm,2067,,,导航,导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0484-01.pcm,2068,我想去查日苏,我想去查日苏,我想去查日苏,我想去查日苏,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0484-02.pcm,2069,,,就是去查日苏镇中学,就是去查日苏镇中学,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0484-03.pcm,2070,,,搜索附近有名的景点,搜索附近有名的景点,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0484-04.pcm,2071,选择免费的,选择免费的,选择免费的,选择免费的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0484-05.pcm,2072,,,开始导航,开始导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0485-01.pcm,2073,,,前往徐东销品茂,前往徐东销品茂,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0485-02.pcm,2074,,,去徐家铺子,去徐家铺子,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0485-03.pcm,2075,,,在凤台路东煌公寓附近,在凤台路东煌公寓附近,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0485-04.pcm,2076,走红绿灯最少的路线,走红绿灯最少的路线,走红绿灯最少的路线,走红绿灯最少的路线,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0485-05.pcm,2077,,,导航,导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0486-01.pcm,2078,我要去洋县牛头山,我要去洋县牛头山,我要去洋县牛头山,我要去洋县牛头山,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0486-02.pcm,2079,,,去牛头山庄北楼,去牛头山庄北楼,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0486-03.pcm,2080,,,搜索附近的小吃街,搜索附近的小吃街,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0486-04.pcm,2081,选择距离最近的,选择距离最近的,选择距离最近的,选择距离最近的,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0486-05.pcm,2082,导航开始,导航开始,导航开始,导航开始,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0487-01.pcm,2083,我想去通化市火车站,我想去通化市火车站,我想去通化市火车站,我想去通化市火车站,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0487-02.pcm,2084,是建设大街话,是建设大街话,是建设大街的通化火车站,是建设大街的通化火车站,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0487-03.pcm,2085,,,不是进站口，是出站口,不是进站口是出站口,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0487-04.pcm,2086,,,开始导航,开始导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0488-01.pcm,2087,,,导航到遂宁中心医院,导航到遂宁中心医院,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0488-02.pcm,2088,去德胜西路上的遂宁市中心医院,去德胜西路上的遂宁市中心医院,去德胜西路上的遂宁市中心医院,去德胜西路上的遂宁市中心医院,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0488-03.pcm,2089,是急诊科,是急诊科,是急诊科,是急诊科,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0488-04.pcm,2090,选择红绿灯少的路线,选择红绿灯少的路线,选择红绿灯少的路线,选择红绿灯少的路线,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0488-05.pcm,2091,,,导航,导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0489-01.pcm,2092,我想去山东的临沂市,我想去山东的临沂市,我想去山东的临沂市,我想去山东的临沂市,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0489-02.pcm,2093,,,在临泉路汪塘花园附近,在临泉路汪塘花园附近,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0489-03.pcm,2094,,,是山东全羊馆，不是金马眼镜大市场,是山东全羊馆不是金马眼镜大市场,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0489-04.pcm,2095,,,导航开始,导航开始,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0490-01.pcm,2096,,,帮我导航到大连市金州区三十里堡镇,帮我导航到大连市金州区三十里堡镇,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0490-02.pcm,2097,,,去村民委员会,去村民委员会,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0490-03.pcm,2098,选择红果村民委员会,选择红果村民委员会,选择红果村民委员会,选择红果村民委员会,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0490-04.pcm,2099,,,走最近的路线,走最近的路线,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0490-05.pcm,2100,开始导航,开始导航,开始导航,开始导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0491-01.pcm,2101,我想去浙江省宁波市宁海县斗门张,我想去浙江省宁波市宁海县斗门张,我想去浙江省宁波市宁海县斗门张,我想去浙江省宁波市宁海县斗门张,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0491-02.pcm,2102,去北斗北路,去北斗北路,去北斗北路,去北斗北路,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0491-03.pcm,2103,,,选择长白山名烟名酒斗门张店,选择长白山名烟名酒斗门张店,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0491-04.pcm,2104,,,导航,导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0492-01.pcm,2105,前往郫县交警队,前往郫县交警队,前往郫县交警队,前往郫县交警队,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0492-02.pcm,2106,,,去郫县交警大队违法处理室,去郫县交警大队违法处理室,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0492-03.pcm,2107,,,走最近的路线,走最近的路线,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0492-04.pcm,2108,开始导航,开始导航,开始导航,开始导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0493-01.pcm,2109,导航去资阳市雁江区,导航去资阳市雁江区,导航去资阳市雁江区,导航去资阳市雁江区,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0493-02.pcm,2110,就是政府东路60号的雁江区,就是政府东路60号的雁江区,就是政府东路60号的雁江区,就是政府东路60号的雁江区,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0493-03.pcm,2111,搜索附近有名的景点,搜索附近有名的景点,搜索附近的有名的景点,搜索附近的有名的景点,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0493-04.pcm,2112,,,选择免费的,选择免费的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0493-05.pcm,2113,开始导航,开始导航,开始导航,开始导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0494-01.pcm,2114,我要去照金牧场,我要去照金牧场,我要去照金牧场,我要去照金牧场,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0494-02.pcm,2115,位于照金镇上的照金牧场,位于照金镇上的照金牧场,位于照金镇上的照金牧场,位于照金镇上的照金牧场,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0494-03.pcm,2116,,,查找附近的酒店,查找附近的酒店,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0494-04.pcm,2117,,,选择价格最低的,选择价格最低的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0494-05.pcm,2118,,,导航开始吧,导航开始吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0495-01.pcm,2119,前往叶县辛店乡田寨村,前往叶县辛店乡田寨村,前往叶县辛店乡田寨村,前往叶县辛店乡田寨村,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0495-02.pcm,2120,那就去九寨沟田园度假村吧,那就去九寨沟田园度假村吧,那就去九寨沟田园度假村吧,那就去九寨沟田园度假村吧,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0495-03.pcm,2121,搜索沿途有加油站的路线,搜索沿途有加油站的路线,搜索沿途有加油站的路线,搜索沿途有加油站的路线,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0495-04.pcm,2122,,,选择距离最近的,选择距离最近的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0495-05.pcm,2123,导航,导航,导航,导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0496-01.pcm,2124,导航到星海广场,导航到星海广场,导航到星海广场,导航到星海广场,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0496-02.pcm,2125,,,位于濉溪路与嘉山路交叉口的星海·世纪广场,位于濉溪路与嘉山路交叉口的星海·世纪广场,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0496-03.pcm,2126,,,选择经过加油站的线路,选择经过加油站的线路,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0496-04.pcm,2127,导航,导航,导航,导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0497-01.pcm,2128,我想去西北大学,我想去西北大学,我想去西北大学,我想去西北大学,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0497-02.pcm,2129,,,去研究所,去研究所,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0497-03.pcm,2130,,,那就去唐代文学研究所,那就去唐代文学研究所,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0497-04.pcm,2131,我要走路况好的路线,我要走路况好的路线,我要走路况好的路线,我要走路况好的路线,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0497-05.pcm,2132,开始导航,开始导航,开始导航,开始导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0498-01.pcm,2133,帮我导航到广州东,帮我导航到广州东,帮我导航到广州东,帮我导航到广州东,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0498-02.pcm,2134,去广州东站,去广州东站,去广州东站,去广州东站,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0498-03.pcm,2135,,,是东门，不是7号门,是东门不是7号门,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0498-04.pcm,2136,,,选择红绿灯少的路线,选择红绿灯少的路线,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0498-05.pcm,2137,,,导航,导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0499-01.pcm,2138,,,动身去陕西省咸阳市礼泉县袁家村,动身去陕西省咸阳市礼泉县袁家村,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0499-02.pcm,2139,去袁家村停车场,去袁家村停车场,去袁家村停车场,去袁家村停车场,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0499-03.pcm,2140,选择地区,选择地区,选择D区,选择d区,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0499-04.pcm,2141,开始导航吧,开始导航吧,开始导航吧,开始导航吧,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0500-01.pcm,2142,我要去重庆市开县,我要去重庆市开县,我要去重庆市开县,我要去重庆市开县,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0500-02.pcm,2143,就是内西街的开县,就是内西街的开县,就是内溪街的开县,就是内溪街的开县,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0500-03.pcm,2144,搜索附近的如家酒店,搜索附近的如家酒店,搜索附近的如家酒店,搜索附近的如家酒店,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0500-04.pcm,2145,,,选择价格最低的,选择价格最低的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0500-05.pcm,2146,,,导航,导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0501-01.pcm,2147,,,前往平顶山市叶县龙泉乡小河王村,前往平顶山市叶县龙泉乡小河王村,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0501-02.pcm,2148,我要去常村乡中心小学走高速路线,我要去常村乡中心小学走高速路线,我要去常村乡中心小学,我要去常村乡中心小学,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0501-03.pcm,2149,,,走高速路线,走高速路线,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0501-04.pcm,2150,,,导航开始,导航开始,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0502-01.pcm,2151,我想去泰兴市城管大队,我想去泰兴市城管大队,我想去泰兴市城管大队,我想去泰兴市城管大队,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0502-02.pcm,2152,,,去管理行政执法大队,去管理行政执法大队,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0502-03.pcm,2153,,,选择兴化市的临城中队,选择兴化市的临城中队,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0502-04.pcm,2154,,,选择红绿灯少的路线,选择红绿灯少的路线,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0502-05.pcm,2155,,,导航,导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0503-01.pcm,2156,导航到浦江大唐镇,导航到浦江大唐镇,导航到蒲江大塘镇,导航到蒲江大塘镇,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0503-02.pcm,2157,,,去委员会,去委员会,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0503-03.pcm,2158,,,选择蒲江县大塘镇双石村村民委员会,选择蒲江县大塘镇双石村村民委员会,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0503-04.pcm,2159,不走高速,不走高速,不走高速,不走高速,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0503-05.pcm,2160,,,开始导航,开始导航,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0504-01.pcm,2161,,,帮我导航到咸阳秦源教育,帮我导航到咸阳秦源教育,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0504-02.pcm,2162,位于人民西路的59号金源教育,位于人民西路的59号金源教育,位于人民西路的59号秦源教育,位于人民西路的59号秦源教育,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0504-03.pcm,2163,,,搜索附近的如家酒店,搜索附近的如家酒店,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0504-04.pcm,2164,,,选择价格最低的,选择价格最低的,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0504-05.pcm,2165,导航吧,导航吧,导航吧,导航吧,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0505-01.pcm,2166,我要去中牟县飞翔电脑商行,我要去中牟县飞翔电脑商行,我要去中牟县飞翔电脑商行,我要去中牟县飞翔电脑商行,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0505-02.pcm,2167,去宏达电脑商行,去宏达电脑商行,去宏达电脑商行,去宏达电脑商行,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0505-03.pcm,2168,,,选择红绿灯少的路线,选择红绿灯少的路线,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0505-04.pcm,2169,开始导航,开始导航,开始导航,开始导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0506-01.pcm,2170,,,导航到浑南,导航到浑南,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0506-02.pcm,2171,,,去东北大学浑南校区,去东北大学浑南校区,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0506-03.pcm,2172,搜索附近的小吃街,搜索附近的小吃街,搜索附近的小吃街,搜索附近的小吃街,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0506-04.pcm,2173,,,开始导航吧,开始导航吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0507-01.pcm,2174,,,前往崇州市,前往崇州市,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0507-02.pcm,2175,就是昌明路一号的崇州市,就是昌明路一号的崇州市,就是昌明路1号的崇州市,就是昌明路1号的崇州市,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0507-03.pcm,2176,选择不走高架的路线,选择不走高架的路线,选择不走高架的路线,选择不走高架的路线,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0507-04.pcm,2177,导航,导航,导航,导航,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0508-01.pcm,2178,,,我想去成都市龙泉驿区十陵蜀王陵,我想去成都市龙泉驿区十陵蜀王陵,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0508-02.pcm,2179,去社区居民委员会,去社区居民委员会,去社区居民委员会,去社区居民委员会,TRUE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0508-03.pcm,2180,,,那就十陵街道天兴社区居民委员会吧,那就十陵街道天兴社区居民委员会吧,FALSE
\\172.31.10.62\原10.5.22.77\个人文件管理\qqxiong\AIUI-zhongyao\AIUI\AIUI\sr\600\0508-04.pcm,2181,走最近的路线,走最近的路线,走最近的路线,走最近的路线,TRUE
